T_number	org_code	name	lineage	taxaid	gb_ncbi_seq_id	rs_ncbi_seq_ids
T02205	bct	Burkholderia cepacia GG4	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	1009846	['CP003774', 'CP003775']	[]
T03302	bced	Burkholderia cepacia DDS 7H-2	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	292	['CP007787', 'CP007786', 'CP007785']	[]
T04772	bcep	Burkholderia cepacia ATCC 25416	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	983594	['CP012981', 'CP012982', 'CP012983', 'CP012984']	[]
T03793	bdl	Burkholderia dolosa	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	350701	['CP009795', 'CP009793', 'CP009794']	[]
T03962	bpyr	Burkholderia pyrrocinia	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	60550	['CP011503', 'CP011504', 'CP011505', 'CP011506']	[]
T03969	bcon	Burkholderia contaminans	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	488447	['CP009743', 'CP009744', 'CP009745']	[]
T03794	bub	Burkholderia ubonensis	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	1249668	['CP009488', 'CP009486', 'CP009487']	[]
T04698	bdf	Burkholderia diffusa	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	488732	['CP013362', 'CP013363', 'CP013364']	[]
T04819	blat	Burkholderia latens	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	488446	['CP013435', 'CP013438', 'CP013437', 'CP013436']	[]
T04843	btei	Burkholderia territorii	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	1503055	['CP013366', 'CP013365', 'CP013367']	[]
T04851	bsem	Burkholderia seminalis	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	488731	['CP013398', 'CP013400', 'CP013399']	[]
T04870	bpsl	Burkholderia pseudomultivorans	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	1207504	['CP013378', 'CP013377', 'CP013379']	[]
T04871	bmec	Burkholderia metallica	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	488729	['CP013401', 'CP013403', 'CP013402']	[]
T04885	bstg	Burkholderia stagnalis	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	1503054	['CP013459', 'CP013461', 'CP013460']	[]
T04946	bstl	Burkholderia stabilis	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	95485	['CP016442', 'CP016443', 'CP016444']	[]
T07672	bann	Burkholderia anthina	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	179879	['CP066769', 'CP066770']	[]
T00905	bgl	Burkholderia glumae BGR1	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	626418	['CP001503', 'CP001504', 'CP001505', 'CP001506', 'CP001507', 'CP001508']	[]
T03820	bgu	Burkholderia glumae LMG 2196 = ATCC 33617	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	1176492	['CP009435', 'CP009434', 'CP009433', 'CP009432']	[]
T01424	bug	Burkholderia sp. CCGE1001	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	640510	['CP002519', 'CP002520', 'CP012899']	[]
T01314	bgf	Burkholderia sp. CCGE1003	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	640512	['CP002217', 'CP002218']	[]
T01464	bgd	Burkholderia gladioli BSR3	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	999541	['CP002599', 'CP002600', 'CP002601', 'CP002602', 'CP002603', 'CP002604']	[]
T03826	bgo	Burkholderia gladioli ATCC 10248	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	28095	['CP009323', 'CP009322', 'CP009321', 'CP009320', 'CP009319']	[]
T01711	byi	Burkholderia sp. YI23	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	1097668	['CP003087', 'CP003088', 'CP003089', 'CP003090', 'CP003091', 'CP003092']	[]
T02110	buk	Burkholderia sp. KJ006	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	416344	['CP003514', 'CP003515', 'CP003516', 'CP003517']	[]
T03604	bue	Burkholderia sp. RPE67	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	758796	['AP014576', 'AP014577', 'AP014578', 'AP014579', 'AP014580', 'AP014581']	[]
T03759	bul	Burkholderia sp. 2002721687	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	1468409	['CP009549', 'CP009548', 'CP009547']	[]
T04094	buq	Burkholderia sp. HB1	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	1678678	['CP012192', 'CP012193']	[]
T03632	bgp	Burkholderia plantarii PG1	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	41899	['CP002580', 'CP002581']	[]
T04139	bpla	Burkholderia plantarii ATCC 43733	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	41899	['CP007212', 'CP007213', 'CP007214']	[]
T04266	bud	Burkholderia sp. Bp5365	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	1740162	['CP013380', 'CP013382', 'CP013381']	[]
T05481	bum	Burkholderia sp. PAMC 26561	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	1795043	['CP014306', 'CP014307', 'CP014315', 'CP014308', 'CP014309', 'CP014310', 'CP014311', 'CP014312']	[]
T05699	bui	Burkholderia sp. PAMC 28687	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	1795874	['CP014505', 'CP014506', 'CP014507', 'CP014508', 'CP014509', 'CP014510', 'CP014511', 'CP014512']	[]
T07766	burk	Burkholderia sp. JP2-270	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	2217913	['CP029824', 'CP029825', 'CP029826', 'CP029827', 'CP029828']	[]
T00340	bxe	Paraburkholderia xenovorans LB400	Prokaryotes;Bacteria;Betaproteobacteria;Paraburkholderia	266265	['CP000270', 'CP000271', 'CP000272']	[]
T03290	bxb	Paraburkholderia xenovorans LB400	Prokaryotes;Bacteria;Betaproteobacteria;Paraburkholderia	266265	['CP008760', 'CP008762', 'CP008761']	[]
T00704	bph	Paraburkholderia phymatum	Prokaryotes;Bacteria;Betaproteobacteria;Paraburkholderia	391038	['CP001043', 'CP001044', 'CP001045', 'CP001046']	[]
T01217	bge	Paraburkholderia atlantica CCGE1002	Prokaryotes;Bacteria;Betaproteobacteria;Paraburkholderia	2654982	['CP002013', 'CP002014', 'CP002015', 'CP002016']	[]
T02300	bpx	Paraburkholderia phenoliruptrix	Prokaryotes;Bacteria;Betaproteobacteria;Paraburkholderia	1229205	['CP003863', 'CP003864', 'CP003865']	[]
T00765	bpy	Paraburkholderia phytofirmans PsJN	Prokaryotes;Bacteria;Betaproteobacteria;Paraburkholderia	398527	['CP001052', 'CP001053', 'CP001054']	[]
T05111	buz	Paraburkholderia phytofirmans OLGA172	Prokaryotes;Bacteria;Betaproteobacteria;Paraburkholderia	1417228	['CP014578', 'CP014579', 'CP014580', 'CP014581', 'CP014582']	[]
T03799	bfn	Paraburkholderia fungorum	Prokaryotes;Bacteria;Betaproteobacteria;Paraburkholderia	134537	['CP010026', 'CP010027', 'CP010025', 'CP010024']	[]
T04141	bcai	Paraburkholderia caribensis	Prokaryotes;Bacteria;Betaproteobacteria;Paraburkholderia	1323664	['CP012746', 'CP012747', 'CP012748']	[]
T04610	pspw	Paraburkholderia sprentiae	Prokaryotes;Bacteria;Betaproteobacteria;Paraburkholderia	754502	['CP017561', 'CP017562', 'CP017563', 'CP017565', 'CP017564']	[]
T04966	para	Paraburkholderia sp. SOS3	Prokaryotes;Bacteria;Betaproteobacteria;Paraburkholderia	1926494	['CP018811', 'CP018812', 'CP018813']	[]
T05169	parb	Paraburkholderia aromaticivorans	Prokaryotes;Bacteria;Betaproteobacteria;Paraburkholderia	2026199	['CP022989', 'CP022990', 'CP022991', 'CP022992', 'CP022993', 'CP022994', 'CP022995', 'CP022996']	[]
T05305	phs	Paraburkholderia hospita	Prokaryotes;Bacteria;Betaproteobacteria;Paraburkholderia	169430	['CP026105', 'CP026106', 'CP026107', 'CP026108', 'CP026109', 'CP026110']	[]
T05318	pter	Paraburkholderia terrae	Prokaryotes;Bacteria;Betaproteobacteria;Paraburkholderia	311230	['CP026111', 'CP026112', 'CP026113', 'CP026114']	[]
T05548	pgp	Paraburkholderia graminis	Prokaryotes;Bacteria;Betaproteobacteria;Paraburkholderia	60548	['CP024934', 'CP024935', 'CP024936']	[]
T05740	pcj	Paraburkholderia caledonica	Prokaryotes;Bacteria;Betaproteobacteria;Paraburkholderia	134536	['CP024905', 'CP024906', 'CP024907']	[]
T05812	pts	Paraburkholderia terricola	Prokaryotes;Bacteria;Betaproteobacteria;Paraburkholderia	169427	['CP024941', 'CP024942']	[]
T06448	pcaf	Paraburkholderia caffeinilytica	Prokaryotes;Bacteria;Betaproteobacteria;Paraburkholderia	1761016	['CP031466', 'CP031467', 'CP031468']	[]
T06515	pmeg	Paraburkholderia megapolitana	Prokaryotes;Bacteria;Betaproteobacteria;Paraburkholderia	420953	['CP041743', 'CP041745', 'CP041744']	[]
T07044	ptro	Paraburkholderia tropica	Prokaryotes;Bacteria;Betaproteobacteria;Paraburkholderia	92647	['CP049134', 'CP049135', 'CP049136', 'CP049137', 'CP049138']	[]
T07246	pgis	Paraburkholderia ginsengisoli	Prokaryotes;Bacteria;Betaproteobacteria;Paraburkholderia	311231	['CP066075', 'CP066076', 'CP066077']	[]
T07262	pacp	Paraburkholderia acidiphila	Prokaryotes;Bacteria;Betaproteobacteria;Paraburkholderia	2571747	['CP046909', 'CP046910', 'CP046911', 'CP046912']	[]
T07287	pacs	Paraburkholderia acidisoli	Prokaryotes;Bacteria;Betaproteobacteria;Paraburkholderia	2571748	['CP046913', 'CP046914', 'CP046915', 'CP046916', 'CP046917']	[]
T07588	pew	Paraburkholderia edwinii	Prokaryotes;Bacteria;Betaproteobacteria;Paraburkholderia	2861782	['CP080095', 'CP080096']	[]
T01355	brh	Mycetohabitans rhizoxinica	Prokaryotes;Bacteria;Betaproteobacteria;Mycetohabitans	882378	['FR687359', 'FR687360', 'FR687361']	[]
T00502	pnu	Polynucleobacter asymbioticus	Prokaryotes;Bacteria;Betaproteobacteria;Polynucleobacter	312153	['CP000655']	[]
T00683	pne	Polynucleobacter necessarius	Prokaryotes;Bacteria;Betaproteobacteria;Polynucleobacter	452638	['CP001010']	[]
T04207	pdq	Polynucleobacter duraquae	Prokaryotes;Bacteria;Betaproteobacteria;Polynucleobacter	1835254	['CP007501']	[]
T05507	poh	Polynucleobacter paneuropaeus	Prokaryotes;Bacteria;Betaproteobacteria;Polynucleobacter	2527775	['CP030086']	[]
T02936	ppk	Pandoraea pnomenusa 3kgm	Prokaryotes;Bacteria;Betaproteobacteria;Pandoraea	1416914	['CP006900']	[]
T03067	ppno	Pandoraea pnomenusa RB38	Prokaryotes;Bacteria;Betaproteobacteria;Pandoraea	93220	['CP007506']	[]
T03411	ppnm	Pandoraea pnomenusa DSM 16536	Prokaryotes;Bacteria;Betaproteobacteria;Pandoraea	93220	['CP009553']	[]
T02950	prb	Pandoraea pnomenusa	Prokaryotes;Bacteria;Betaproteobacteria;Pandoraea	93220	['CP006938']	[]
T03553	ppul	Pandoraea pulmonicola	Prokaryotes;Bacteria;Betaproteobacteria;Pandoraea	93221	['CP010310']	[]
T03554	pspu	Pandoraea sputorum	Prokaryotes;Bacteria;Betaproteobacteria;Pandoraea	93222	['CP010431']	[]
T03588	papi	Pandoraea apista	Prokaryotes;Bacteria;Betaproteobacteria;Pandoraea	93218	['CP010518']	[]
T03688	pve	Pandoraea vervacti	Prokaryotes;Bacteria;Betaproteobacteria;Pandoraea	656178	['CP010897', 'CP010898']	[]
T03840	pox	Pandoraea oxalativorans	Prokaryotes;Bacteria;Betaproteobacteria;Pandoraea	573737	['CP011253', 'CP011518', 'CP011519', 'CP011520', 'CP011521']	[]
T03947	ptx	Pandoraea thiooxydans	Prokaryotes;Bacteria;Betaproteobacteria;Pandoraea	445709	['CP011568']	[]
T03972	pfg	Pandoraea faecigallinarum	Prokaryotes;Bacteria;Betaproteobacteria;Pandoraea	656179	['CP011807', 'CP011808', 'CP011809']	[]
T04226	pnr	Pandoraea norimbergensis	Prokaryotes;Bacteria;Betaproteobacteria;Pandoraea	93219	['CP013480']	[]
T06086	pand	Pandoraea sp. XY-2	Prokaryotes;Bacteria;Betaproteobacteria;Pandoraea	2518599	['CP030849']	[]
T06385	pfib	Pandoraea fibrosis	Prokaryotes;Bacteria;Betaproteobacteria;Pandoraea	1891094	['CP047385']	[]
T05492	plg	Paucimonas lemoignei	Prokaryotes;Bacteria;Betaproteobacteria;Paucimonas	29443	['LS483371']	[]
T05560	hyf	Ephemeroptericola cinctiostellae	Prokaryotes;Bacteria;Betaproteobacteria;Ephemeroptericola	2268024	['CP031124']	[]
T05799	lmir	Lautropia mirabilis	Prokaryotes;Bacteria;Betaproteobacteria;Lautropia	47671	['LR134378']	[]
T05801	mcys	Mycoavidus cysteinexigens	Prokaryotes;Bacteria;Betaproteobacteria;Mycoavidus	1553431	['AP018150']	[]
T06459	caba	Caballeronia sp. SBC2	Prokaryotes;Bacteria;Betaproteobacteria;Caballeronia	2705547	['CP049316', 'CP049317', 'CP049318', 'CP049319', 'CP049320', 'CP049321', 'CP049322', 'CP049323']	[]
T02684	buo	Caballeronia insecticola	Prokaryotes;Bacteria;Betaproteobacteria;Caballeronia	758793	['AP013058', 'AP013059', 'AP013060', 'AP013061', 'AP013062']	[]
T06583	limn	Limnobacter sp. SAORIC-580	Prokaryotes;Bacteria;Betaproteobacteria;Limnobacter	2732163	['CP053084']	[]
T06695	cari	Chitinimonas arctica	Prokaryotes;Bacteria;Betaproteobacteria;Chitinimonas	2594795	['CP041730']	[]
T07343	vtr	Candidatus Vallotia tarda	Prokaryotes;Bacteria;Betaproteobacteria;Vallotia	1177213	['OU343031', 'OU343032']	[]
T07905	vla	Candidatus Vallotia lariciata	Prokaryotes;Bacteria;Betaproteobacteria;Vallotia	2018052	['CP047399', 'CP047398']	[]
T07928	vcv	Candidatus Vallotia cooleyia	Prokaryotes;Bacteria;Betaproteobacteria;Vallotia	1177211	['CP047396', 'CP047397']	[]
T00139	bpe	Bordetella pertussis Tohama I	Prokaryotes;Bacteria;Betaproteobacteria;Bordetella	257313	['BX470248']	[]
T01846	bpc	Bordetella pertussis CS	Prokaryotes;Bacteria;Betaproteobacteria;Bordetella	1017264	['CP002695']	[]
T02296	bper	Bordetella pertussis 18323	Prokaryotes;Bacteria;Betaproteobacteria;Bordetella	568706	['HE965805']	[]
T03638	bpet	Bordetella pertussis B1917	Prokaryotes;Bacteria;Betaproteobacteria;Bordetella	743277	['CP009751']	[]
T03754	bpeu	Bordetella pertussis 137	Prokaryotes;Bacteria;Betaproteobacteria;Bordetella	1403053	['CP010323']	[]
T02297	bpar	Bordetella parapertussis Bpp5	Prokaryotes;Bacteria;Betaproteobacteria;Bordetella	1208660	['HE965803', 'HE965804']	['NC_018828', 'NC_018830']
T00140	bpa	Bordetella parapertussis 12822	Prokaryotes;Bacteria;Betaproteobacteria;Bordetella	257311	['BX470249']	[]
T02344	bbh	Bordetella bronchiseptica 253	Prokaryotes;Bacteria;Betaproteobacteria;Bordetella	568707	['HE965806']	[]
T00141	bbr	Bordetella bronchiseptica RB50	Prokaryotes;Bacteria;Betaproteobacteria;Bordetella	257310	['BX470250']	[]
T02295	bbm	Bordetella bronchiseptica MO149	Prokaryotes;Bacteria;Betaproteobacteria;Bordetella	1208658	['HE965807']	[]
T03637	bbx	Bordetella bronchiseptica S798	Prokaryotes;Bacteria;Betaproteobacteria;Bordetella	518	['AP014582']	[]
T00637	bpt	Bordetella petrii	Prokaryotes;Bacteria;Betaproteobacteria;Bordetella	340100	['AM902716']	[]
T00695	bav	Bordetella avium	Prokaryotes;Bacteria;Betaproteobacteria;Bordetella	360910	['AM167904']	[]
T03052	bho	Bordetella holmesii ATCC 51541	Prokaryotes;Bacteria;Betaproteobacteria;Bordetella	1247649	['CP007494']	[]
T03379	bhm	Bordetella holmesii 44057	Prokaryotes;Bacteria;Betaproteobacteria;Bordetella	1172205	['CP007495']	[]
T04004	bhz	Bordetella hinzii	Prokaryotes;Bacteria;Betaproteobacteria;Bordetella	103855	['CP012076']	[]
T04322	btrm	Bordetella trematum	Prokaryotes;Bacteria;Betaproteobacteria;Bordetella	123899	['LT546645', 'LT546646']	[]
T04591	bbro	Bordetella bronchialis	Prokaryotes;Bacteria;Betaproteobacteria;Bordetella	463025	['CP016170']	[]
T04592	bfz	Bordetella flabilis	Prokaryotes;Bacteria;Betaproteobacteria;Bordetella	463014	['CP016172', 'CP016173']	[]
T04945	bpdz	Bordetella pseudohinzii	Prokaryotes;Bacteria;Betaproteobacteria;Bordetella	1331258	['CP016440', 'CP016441']	[]
T04979	boh	Bordetella sp. H567	Prokaryotes;Bacteria;Betaproteobacteria;Bordetella	1697043	['CP012334']	[]
T05441	bgm	Bordetella genomosp. 13	Prokaryotes;Bacteria;Betaproteobacteria;Bordetella	463040	['CP021111']	[]
T05850	boj	Bordetella sp. J329	Prokaryotes;Bacteria;Betaproteobacteria;Bordetella	1977852	['CP021250']	[]
T01341	axy	Achromobacter xylosoxidans A8	Prokaryotes;Bacteria;Betaproteobacteria;Achromobacter	762376	['CP002287', 'CP002288', 'CP002289']	[]
T02785	axo	Achromobacter xylosoxidans NH44784-1996	Prokaryotes;Bacteria;Betaproteobacteria;Achromobacter	1167634	['HE798385']	[]
T02964	axn	Achromobacter xylosoxidans NBRC 15126 = ATCC 27061	Prokaryotes;Bacteria;Betaproteobacteria;Achromobacter	1216976	['CP006958']	[]
T04522	axx	Achromobacter xylosoxidans NCTC10807	Prokaryotes;Bacteria;Betaproteobacteria;Achromobacter	85698	['LN831029']	[]
T04244	adt	Achromobacter denitrificans	Prokaryotes;Bacteria;Betaproteobacteria;Achromobacter	32002	['CP013923']	[]
T04671	ais	Achromobacter insolitus	Prokaryotes;Bacteria;Betaproteobacteria;Achromobacter	217204	['CP019325']	[]
T05274	asw	Achromobacter spanius	Prokaryotes;Bacteria;Betaproteobacteria;Achromobacter	217203	['CP025030']	[]
T05288	achr	Achromobacter sp. AONIH1	Prokaryotes;Bacteria;Betaproteobacteria;Achromobacter	1758194	['CP026124']	[]
T05703	achb	Achromobacter sp. B7	Prokaryotes;Bacteria;Betaproteobacteria;Achromobacter	2282475	['CP032084']	[]
T07788	ady	Achromobacter deleyi	Prokaryotes;Bacteria;Betaproteobacteria;Achromobacter	1353891	['CP074375']	[]
T01390	teq	Taylorella equigenitalis MCE9	Prokaryotes;Bacteria;Betaproteobacteria;Taylorella	937774	['CP002456']	[]
T02186	tea	Taylorella equigenitalis ATCC 35865	Prokaryotes;Bacteria;Betaproteobacteria;Taylorella	743973	['CP003264']	[]
T02604	teg	Taylorella equigenitalis 14/56	Prokaryotes;Bacteria;Betaproteobacteria;Taylorella	1091497	['HE681423']	[]
T01634	tas	Taylorella asinigenitalis MCE3	Prokaryotes;Bacteria;Betaproteobacteria;Taylorella	1008459	['CP003059']	[]
T02603	tat	Taylorella asinigenitalis 14/45	Prokaryotes;Bacteria;Betaproteobacteria;Taylorella	1091495	['HE681424']	[]
T01486	put	Pusillimonas sp. T7-7	Prokaryotes;Bacteria;Betaproteobacteria;Pusillimonas	1007105	['CP002663', 'CP002664']	[]
T05795	pus	Pusillimonas thiosulfatoxidans	Prokaryotes;Bacteria;Betaproteobacteria;Pusillimonas	2028345	['CP022987']	[]
T06486	pud	Pusillimonas sp. DMV24BSW_D	Prokaryotes;Bacteria;Betaproteobacteria;Pusillimonas	2716226	['CP049990']	[]
T02117	aka	Advenella kashmirensis	Prokaryotes;Bacteria;Betaproteobacteria;Advenella	1036672	['CP003555', 'CP003556']	[]
T03016	amim	Advenella mimigardefordensis	Prokaryotes;Bacteria;Betaproteobacteria;Advenella	1247726	['CP003915', 'CP003916']	[]
T03058	cdn	Castellaniella defragrans	Prokaryotes;Bacteria;Betaproteobacteria;Castellaniella	1437824	['HG916765']	[]
T03226	bpsi	Basilea psittacipulmonis	Prokaryotes;Bacteria;Betaproteobacteria;Basilea	1072685	['CP009238']	[]
T04157	afa	Alcaligenes faecalis ZD02	Prokaryotes;Bacteria;Betaproteobacteria;Alcaligenes	511	['CP013119', 'CP013143']	[]
T05446	afq	Alcaligenes faecalis JQ135	Prokaryotes;Bacteria;Betaproteobacteria;Alcaligenes	511	['CP021641']	[]
T05678	aaqu	Alcaligenes aquatilis	Prokaryotes;Bacteria;Betaproteobacteria;Alcaligenes	323284	['CP032153']	[]
T07763	aamm	Alcaligenes ammonioxydans	Prokaryotes;Bacteria;Betaproteobacteria;Alcaligenes	2582914	['CP049362']	[]
T04704	phn	Paenalcaligenes hominis	Prokaryotes;Bacteria;Betaproteobacteria;Paenalcaligenes	643674	['CP019697']	[]
T05133	odi	Orrella dioscoreae	Prokaryotes;Bacteria;Betaproteobacteria;Orrella	1851544	['LT907988']	[]
T05532	boz	Orrella marina	Prokaryotes;Bacteria;Betaproteobacteria;Orrella	2163011	['CP028901']	[]
T05343	our	Oligella urethralis	Prokaryotes;Bacteria;Betaproteobacteria;Oligella	90245	['CP027417']	[]
T07321	oue	Oligella ureolytica	Prokaryotes;Bacteria;Betaproteobacteria;Oligella	90244	['CP065725', 'CP065724']	[]
T05719	pig	Pigmentiphaga sp. H8	Prokaryotes;Bacteria;Betaproteobacteria;Pigmentiphaga	2488560	['CP033966']	[]
T06198	pacr	Pigmentiphaga aceris	Prokaryotes;Bacteria;Betaproteobacteria;Pigmentiphaga	1940612	['CP043046']	[]
T05924	kgy	Kerstersia gyiorum	Prokaryotes;Bacteria;Betaproteobacteria;Kerstersia	206506	['CP033936']	[]
T07761	park	Paralcaligenes sp. KSB-10	Prokaryotes;Bacteria;Betaproteobacteria;Paralcaligenes	2901142	['CP089848']	[]
T00334	rfr	Rhodoferax ferrireducens	Prokaryotes;Bacteria;Betaproteobacteria;Rhodoferax	338969	['CP000267', 'CP000268']	[]
T04623	rsb	Rhodoferax saidenbachensis	Prokaryotes;Bacteria;Betaproteobacteria;Rhodoferax	1484693	['CP019239']	[]
T04655	rac	Rhodoferax antarcticus	Prokaryotes;Bacteria;Betaproteobacteria;Rhodoferax	81479	['CP019240', 'CP019241', 'CP019242']	[]
T04721	rhy	Rhodoferax koreense	Prokaryotes;Bacteria;Betaproteobacteria;Rhodoferax	1842727	['CP019236', 'CP019237', 'CP019238']	[]
T06165	rhf	Rhodoferax sediminis CHu59-6-5	Prokaryotes;Bacteria;Betaproteobacteria;Rhodoferax	2509614	['CP035503']	[]
T06176	rhg	Rhodoferax sediminis Gr-4	Prokaryotes;Bacteria;Betaproteobacteria;Rhodoferax	2509614	['CP036282']	[]
T00343	pol	Polaromonas sp. JS666	Prokaryotes;Bacteria;Betaproteobacteria;Polaromonas	296591	['CP000316', 'CP000317', 'CP000318']	[]
T00459	pna	Polaromonas naphthalenivorans	Prokaryotes;Bacteria;Betaproteobacteria;Polaromonas	365044	['CP000529', 'CP000530', 'CP000531', 'CP000532', 'CP000533', 'CP000534', 'CP000535', 'CP000536', 'CP000537']	[]
T05689	pos	Polaromonas sp. SP1	Prokaryotes;Bacteria;Betaproteobacteria;Polaromonas	2268087	['CP031013']	[]
T06273	poo	Polaromonas sp. Pch-P	Prokaryotes;Bacteria;Betaproteobacteria;Polaromonas	2082385	['CP046023']	[]
T06542	pvac	Polaromonas vacuolata	Prokaryotes;Bacteria;Betaproteobacteria;Polaromonas	37448	['CP051461']	[]
T00451	aav	Acidovorax citrulli	Prokaryotes;Bacteria;Betaproteobacteria;Acidovorax	397945	['CP000512']	[]
T00455	ajs	Acidovorax sp. JS42	Prokaryotes;Bacteria;Betaproteobacteria;Acidovorax	232721	['CP000539', 'CP000540', 'CP000541']	[]
T01445	aaa	Acidovorax avenae	Prokaryotes;Bacteria;Betaproteobacteria;Acidovorax	643561	['CP002521']	[]
T02290	ack	Acidovorax sp. KKS102	Prokaryotes;Bacteria;Betaproteobacteria;Acidovorax	358220	['CP003872']	[]
T04481	acra	Acidovorax sp. RAC01	Prokaryotes;Bacteria;Betaproteobacteria;Acidovorax	1842533	['CP016447']	[]
T04914	acid	Acidovorax carolinensis NA2	Prokaryotes;Bacteria;Betaproteobacteria;Acidovorax	553814	['CP021359', 'CP021360']	[]
T04962	acip	Acidovorax carolinensis P4	Prokaryotes;Bacteria;Betaproteobacteria;Acidovorax	553814	['CP021366', 'CP021367', 'CP021368', 'CP021369', 'CP021370']	[]
